id,player_id,player_name,player_name_short,position,game_id,team_id,minutes,points,fg_made,fg_attempted,fg_percentage,three_pt_made,three_pt_attempted,three_pt_percentage,ft_made,ft_attempted,ft_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,technical_fouls,ejected,ortg,usg,url,scraped_timestamp
21,4462,"Kenrich Williams","K. Williams",F,2879653,25,5,0,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,-,-,/basketball/player/kenrich-williams-4462,"2025-09-03 09:40:06.764347"
22,5695,"Ousmane Dieng","O. Dieng",F,2879653,25,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-,-,/basketball/player/ousmane-dieng-5695,"2025-09-03 09:40:06.764364"
23,6279,"Dillon Jones","D. Jones",F,2879653,25,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,-,-,/basketball/player/dillon-jones-6279,"2025-09-03 09:40:06.764380"
24,6289,"Ajay Mitchell","A. Mitchell",G,2879653,25,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,-,-,/basketball/player/ajay-mitchell-6289,"2025-09-03 09:40:06.764397"
25,3922,"Pascal Siakam","P. Siakam",F,2879652,11,32,16,6,14,42.9,1,3,33.3,3,3,100.0,5,8,13,3,0,1,1,2,0,0,120.9,21.7,/basketball/player/pascal-siakam-3922,"2025-09-03 09:40:06.764436"
26,5120,"Aaron Nesmith","A. Nesmith",F,2879652,11,25,10,3,8,37.5,2,6,33.3,2,3,66.7,0,2,2,3,1,1,1,4,0,0,110.0,17.5,/basketball/player/aaron-nesmith-5120,"2025-09-03 09:40:06.764459"
27,3725,"Myles Turner","M. Turner",C,2879652,11,26,3,1,9,11.1,0,3,0.0,1,2,50.0,1,3,4,1,0,2,1,2,0,0,43.4,17.8,/basketball/player/myles-turner-3725,"2025-09-03 09:40:06.764479"
28,5679,"Andrew Nembhard","A. Nembhard",G,2879652,11,31,17,5,7,71.4,3,5,60.0,4,4,100.0,0,0,0,4,3,0,1,2,0,0,177.0,13.3,/basketball/player/andrew-nembhard-5679,"2025-09-03 09:40:06.764556"
29,5114,"Tyrese Haliburton","T. Haliburton",G,2879652,11,23,14,5,12,41.7,3,7,42.9,1,1,100.0,0,1,1,5,2,0,1,1,0,0,119.2,25.0,/basketball/player/tyrese-haliburton-5114,"2025-09-03 09:40:06.764577"
30,3760,"T.J. McConnell","T. McConnell",G,2879652,11,24,12,6,12,50.0,0,0,0.0,0,2,0.0,1,8,9,6,4,0,3,2,0,0,93.4,28.2,/basketball/player/tj-mcconnell-3760,"2025-09-03 09:40:06.764594"
31,5109,"Obi Toppin","O. Toppin",F,2879652,11,23,20,6,12,50.0,4,7,57.1,4,6,66.7,0,6,6,0,2,0,1,2,0,0,123.3,28.7,/basketball/player/obi-toppin-5109,"2025-09-03 09:40:06.764612"
32,6033,"Ben Sheppard","B. Sheppard",G,2879652,11,21,7,3,7,42.9,1,4,25.0,0,0,0.0,1,4,5,0,2,0,0,2,0,0,107.5,14.3,/basketball/player/ben-sheppard-6033,"2025-09-03 09:40:06.764630"
33,5698,"Bennedict Mathurin","B. Mathurin",F,2879652,11,14,2,1,6,16.7,0,5,0.0,0,0,0.0,1,3,4,1,2,1,0,0,0,0,58.3,18.4,/basketball/player/bennedict-mathurin-5698,"2025-09-03 09:40:06.764647"
34,6272,"Johnny Furphy","J. Furphy",F,2879652,11,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,-,-,/basketball/player/johnny-furphy-6272,"2025-09-03 09:40:06.764665"
35,4155,"Thomas Bryant","T. Bryant",C,2879652,11,6,4,1,2,50.0,1,2,50.0,1,2,50.0,0,0,0,0,0,0,0,0,0,0,-,-,/basketball/player/thomas-bryant-4155,"2025-09-03 09:40:06.764682"
36,4170,"Tony Bradley","T. Bradley",C,2879652,11,6,3,1,2,50.0,0,0,0.0,1,2,50.0,2,0,2,0,0,0,0,0,1,0,-,-,/basketball/player/tony-bradley-4170,"2025-09-03 09:40:06.764700"
37,3021,"James Johnson","J. Johnson",F,2879652,11,2,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-,-,/basketball/player/james-johnson-3021,"2025-09-03 09:40:06.764716"
38,5687,"Jalen Williams","J. Williams",F,2879652,25,27,16,6,13,46.2,0,4,0.0,4,5,80.0,0,3,3,1,0,0,3,2,0,0,88.5,30.4,/basketball/player/jalen-williams-5687,"2025-09-03 09:40:06.764760"
39,5697,"Chet Holmgren","C. Holmgren",F,2879652,25,24,4,2,9,22.2,0,3,0.0,0,0,0.0,1,5,6,0,0,0,2,2,0,0,42.2,20.9,/basketball/player/chet-holmgren-5697,"2025-09-03 09:40:06.764779"
40,4147,"Isaiah Hartenstein","I. Hartenstein",C,2879652,25,16,10,3,4,75.0,0,0,0.0,4,4,100.0,2,2,4,1,1,1,0,2,0,0,186.0,15.9,/basketball/player/isaiah-hartenstein-4147,"2025-09-03 09:40:06.764796"
41,4387,"Shai Gilgeous-Alexander","S. Gilgeous-Alexander",G,2879652,25,31,21,7,15,46.7,0,1,0.0,7,8,87.5,0,4,4,2,0,0,8,2,0,0,80.5,38.5,/basketball/player/shai-gilgeous-alexander-4387,"2025-09-03 09:40:06.764813"
42,4808,"Luguentz Dort","L. Dort",G,2879652,25,21,3,1,5,20.0,1,5,20.0,0,0,0.0,0,4,4,0,0,0,0,3,0,0,60.3,10.8,/basketball/player/luguentz-dort-4808,"2025-09-03 09:40:06.764829"
43,3952,"Alex Caruso","A. Caruso",G,2879652,25,22,0,0,2,0.0,0,1,0.0,0,0,0.0,0,3,3,2,0,1,1,1,0,0,-,6.2,/basketball/player/alex-caruso-3952,"2025-09-03 09:40:06.764847"
44,4462,"Kenrich Williams","K. Williams",F,2879652,25,18,3,1,2,50.0,1,2,50.0,0,2,0.0,0,3,3,0,0,0,0,0,0,0,95.2,7.1,/basketball/player/kenrich-williams-4462,"2025-09-03 09:40:06.764863"
45,5412,"Aaron Wiggins","A. Wiggins",F,2879652,25,18,5,1,4,25.0,1,4,25.0,2,2,100.0,0,2,2,1,1,1,3,2,0,0,67.7,19.7,/basketball/player/aaron-wiggins-5412,"2025-09-03 09:40:06.764880"
46,5291,"Isaiah Joe","I. Joe",G,2879652,25,15,11,3,4,75.0,2,3,66.7,3,3,100.0,0,1,1,1,0,0,1,1,0,0,168.8,18.8,/basketball/player/isaiah-joe-5291,"2025-09-03 09:40:06.764898"
47,5898,"Cason Wallace","C. Wallace",G,2879652,25,14,2,1,4,25.0,0,1,0.0,0,0,0.0,0,3,3,0,1,0,0,2,0,0,50.7,13.0,/basketball/player/cason-wallace-5898,"2025-09-03 09:40:06.764915"
48,6289,"Ajay Mitchell","A. Mitchell",G,2879652,25,12,2,1,4,25.0,0,1,0.0,0,0,0.0,0,1,1,4,0,0,2,0,0,0,61.7,22.8,/basketball/player/ajay-mitchell-6289,"2025-09-03 09:40:06.764931"
49,5690,"Jaylin Williams","J. Williams",C,2879652,25,12,7,2,3,66.7,2,3,66.7,1,2,50.0,0,5,5,1,1,0,0,2,0,0,175.7,14.4,/basketball/player/jaylin-williams-5690,"2025-09-03 09:40:06.764949"
50,6279,"Dillon Jones","D. Jones",F,2879652,25,7,4,2,2,100.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,1,0,0,-,-,/basketball/player/dillon-jones-6279,"2025-09-03 09:40:06.764965"
51,5695,"Ousmane Dieng","O. Dieng",F,2879652,25,3,3,1,3,33.3,1,2,50.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,-,-,/basketball/player/ousmane-dieng-5695,"2025-09-03 09:40:06.764983"
52,3922,"Pascal Siakam","P. Siakam",F,2879651,11,33,28,9,15,60.0,3,6,50.0,7,8,87.5,2,4,6,5,3,2,6,3,0,0,123.7,30.3,/basketball/player/pascal-siakam-3922,"2025-09-03 09:40:06.765016"
53,5120,"Aaron Nesmith","A. Nesmith",F,2879651,11,25,14,5,9,55.6,4,5,80.0,0,0,0.0,3,3,6,0,1,0,2,5,0,0,129.0,18.2,/basketball/player/aaron-nesmith-5120,"2025-09-03 09:40:06.765283"
54,3725,"Myles Turner","M. Turner",C,2879651,11,25,13,3,5,60.0,1,2,50.0,6,7,85.7,1,5,6,1,1,0,0,3,0,0,183.0,12.9,/basketball/player/myles-turner-3725,"2025-09-03 09:40:06.765320"
55,5679,"Andrew Nembhard","A. Nembhard",G,2879651,11,36,7,3,8,37.5,0,2,0.0,1,1,100.0,2,1,3,3,1,0,4,3,0,0,78.7,14.3,/basketball/player/andrew-nembhard-5679,"2025-09-03 09:40:06.765342"
56,5114,"Tyrese Haliburton","T. Haliburton",G,2879651,11,34,4,0,6,0.0,0,4,0.0,4,4,100.0,1,6,7,6,0,0,3,3,0,0,80.3,12.9,/basketball/player/tyrese-haliburton-5114,"2025-09-03 09:40:06.765362"
57,5109,"Obi Toppin","O. Toppin",F,2879651,11,22,12,5,11,45.5,1,5,20.0,1,2,50.0,1,3,4,1,1,0,1,0,0,0,109.4,24.1,/basketball/player/obi-toppin-5109,"2025-09-03 09:40:06.765380"
58,3760,"T.J. McConnell","T. McConnell",G,2879651,11,22,18,8,14,57.1,1,2,50.0,1,1,100.0,0,4,4,4,2,0,3,3,0,0,115.0,32.7,/basketball/player/tj-mcconnell-3760,"2025-09-03 09:40:06.765400"
59,5698,"Bennedict Mathurin","B. Mathurin",F,2879651,11,22,7,2,11,18.2,1,4,25.0,2,4,50.0,6,2,8,1,0,2,1,2,0,0,88.5,25.6,/basketball/player/bennedict-mathurin-5698,"2025-09-03 09:40:06.765418"
60,4170,"Tony Bradley","T. Bradley",C,2879651,11,12,4,1,2,50.0,0,0,0.0,2,2,100.0,2,2,4,0,0,0,1,3,0,0,123.9,13.1,/basketball/player/tony-bradley-4170,"2025-09-03 09:40:06.765435"
61,6033,"Ben Sheppard","B. Sheppard",G,2879651,11,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,0,-,-,/basketball/player/ben-sheppard-6033,"2025-09-03 09:40:06.765453"
62,6272,"Johnny Furphy","J. Furphy",F,2879651,11,2,2,1,1,100.0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,-,-,/basketball/player/johnny-furphy-6272,"2025-09-03 09:40:06.765470"
63,4155,"Thomas Bryant","T. Bryant",C,2879651,11,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,-,-,/basketball/player/thomas-bryant-4155,"2025-09-03 09:40:06.765488"
64,5687,"Jalen Williams","J. Williams",F,2879651,25,35,40,14,25,56.0,3,5,60.0,9,12,75.0,1,5,6,4,1,0,1,4,0,0,142.9,35.9,/basketball/player/jalen-williams-5687,"2025-09-03 09:40:06.765539"
65,5697,"Chet Holmgren","C. Holmgren",F,2879651,25,34,9,4,15,26.7,1,3,33.3,0,0,0.0,5,6,11,0,1,3,3,3,0,0,72.4,21.6,/basketball/player/chet-holmgren-5697,"2025-09-03 09:40:06.765560"
66,4147,"Isaiah Hartenstein","I. Hartenstein",C,2879651,25,21,4,1,2,50.0,0,0,0.0,2,4,50.0,6,2,8,4,1,1,1,3,0,0,143.2,8.9,/basketball/player/isaiah-hartenstein-4147,"2025-09-03 09:40:06.765578"
67,4387,"Shai Gilgeous-Alexander","S. Gilgeous-Alexander",G,2879651,25,38,31,9,21,42.9,0,3,0.0,13,14,92.9,0,2,2,10,2,4,3,4,0,0,129.4,31.7,/basketball/player/shai-gilgeous-alexander-4387,"2025-09-03 09:40:06.765596"
68,4808,"Luguentz Dort","L. Dort",G,2879651,25,32,9,3,7,42.9,3,6,50.0,0,0,0.0,5,3,8,3,2,1,1,4,0,0,146.7,10.2,/basketball/player/luguentz-dort-4808,"2025-09-03 09:40:06.765612"
69,3952,"Alex Caruso","A. Caruso",G,2879651,25,29,2,1,8,12.5,0,3,0.0,0,0,0.0,1,1,2,2,4,1,1,3,0,0,51.0,12.6,/basketball/player/alex-caruso-3952,"2025-09-03 09:40:06.765630"
70,5412,"Aaron Wiggins","A. Wiggins",F,2879651,25,22,14,4,10,40.0,4,7,57.1,2,2,100.0,0,5,5,0,0,1,1,1,0,0,126.3,21.9,/basketball/player/aaron-wiggins-5412,"2025-09-03 09:40:06.765647"
71,5898,"Cason Wallace","C. Wallace",G,2879651,25,17,11,4,5,80.0,3,4,75.0,0,0,0.0,1,1,2,0,4,1,0,2,0,0,214.5,12.0,/basketball/player/cason-wallace-5898,"2025-09-03 09:40:06.765663"
72,4462,"Kenrich Williams","K. Williams",F,2879651,25,11,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,-,3.7,/basketball/player/kenrich-williams-4462,"2025-09-03 09:40:06.765680"
73,3922,"Pascal Siakam","P. Siakam",F,2879650,11,35,20,6,15,40.0,2,6,33.3,6,8,75.0,0,8,8,5,5,1,1,3,0,0,115.1,24.3,/basketball/player/pascal-siakam-3922,"2025-09-03 09:40:06.765699"
74,5120,"Aaron Nesmith","A. Nesmith",F,2879650,11,30,8,2,9,22.2,2,5,40.0,2,2,100.0,4,5,9,2,1,0,1,6,0,0,101.8,16.0,/basketball/player/aaron-nesmith-5120,"2025-09-03 09:40:06.765716"
75,3725,"Myles Turner","M. Turner",C,2879650,11,30,12,3,10,30.0,0,6,0.0,6,6,100.0,1,1,2,2,0,0,1,5,0,0,103.8,19.8,/basketball/player/myles-turner-3725,"2025-09-03 09:40:06.765732"
76,5114,"Tyrese Haliburton","T. Haliburton",G,2879650,11,36,18,7,15,46.7,1,7,14.3,3,3,100.0,0,2,2,7,2,0,5,1,0,0,96.2,26.1,/basketball/player/tyrese-haliburton-5114,"2025-09-03 09:40:06.765749"
77,5679,"Andrew Nembhard","A. Nembhard",G,2879650,11,36,10,4,9,44.4,2,4,50.0,0,0,0.0,0,2,2,2,2,1,4,4,0,0,76.5,16.0,/basketball/player/andrew-nembhard-5679,"2025-09-03 09:40:06.765767"
78,5109,"Obi Toppin","O. Toppin",F,2879650,11,29,17,7,12,58.3,2,5,40.0,1,4,25.0,1,6,7,1,1,1,0,3,1,0,122.4,20.8,/basketball/player/obi-toppin-5109,"2025-09-03 09:40:06.765784"
79,3760,"T.J. McConnell","T. McConnell",G,2879650,11,18,8,3,7,42.9,0,0,0.0,2,2,100.0,1,0,1,2,0,0,1,0,0,0,105.5,21.7,/basketball/player/tj-mcconnell-3760,"2025-09-03 09:40:06.765803"
80,5698,"Bennedict Mathurin","B. Mathurin",F,2879650,11,14,8,1,2,50.0,1,2,50.0,5,8,62.5,0,2,2,0,0,0,1,2,0,0,123.2,19.6,/basketball/player/bennedict-mathurin-5698,"2025-09-03 09:40:06.765819"
81,6033,"Ben Sheppard","B. Sheppard",G,2879650,11,12,3,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,0,0,0,1,3,0,0,93.2,7.4,/basketball/player/ben-sheppard-6033,"2025-09-03 09:40:06.765836"
82,5697,"Chet Holmgren","C. Holmgren",F,2879650,25,37,14,4,9,44.4,0,1,0.0,6,6,100.0,4,11,15,1,1,1,1,4,0,0,136.5,15.1,/basketball/player/chet-holmgren-5697,"2025-09-03 09:40:06.765856"
83,5687,"Jalen Williams","J. Williams",F,2879650,25,36,27,8,18,44.4,0,3,0.0,11,11,100.0,1,6,7,3,0,0,4,3,0,0,115.9,33.1,/basketball/player/jalen-williams-5687,"2025-09-03 09:40:06.765872"
84,4147,"Isaiah Hartenstein","I. Hartenstein",C,2879650,25,21,2,1,3,33.3,0,0,0.0,0,0,0.0,3,3,6,3,0,0,1,2,1,0,109.1,8.6,/basketball/player/isaiah-hartenstein-4147,"2025-09-03 09:40:06.765890"
85,4387,"Shai Gilgeous-Alexander","S. Gilgeous-Alexander",G,2879650,25,40,35,12,24,50.0,1,4,25.0,10,10,100.0,0,3,3,0,3,1,2,4,0,0,127.3,33.9,/basketball/player/shai-gilgeous-alexander-4387,"2025-09-03 09:40:06.765907"
86,4808,"Luguentz Dort","L. Dort",G,2879650,25,33,6,2,2,100.0,1,1,100.0,1,2,50.0,0,3,3,0,1,0,1,4,0,0,142.4,5.2,/basketball/player/luguentz-dort-4808,"2025-09-03 09:40:06.765924"
87,3952,"Alex Caruso","A. Caruso",G,2879650,25,30,20,7,9,77.8,1,2,50.0,5,7,71.4,2,1,3,0,5,1,2,3,0,0,147.2,20.8,/basketball/player/alex-caruso-3952,"2025-09-03 09:40:06.765942"
88,5898,"Cason Wallace","C. Wallace",G,2879650,25,19,2,1,5,20.0,0,2,0.0,0,0,0.0,0,2,2,2,0,0,1,4,0,0,55.6,14.3,/basketball/player/cason-wallace-5898,"2025-09-03 09:40:06.765958"
89,4462,"Kenrich Williams","K. Williams",F,2879650,25,11,4,2,4,50.0,0,1,0.0,0,0,0.0,2,1,3,1,0,0,1,0,0,0,108.2,20.5,/basketball/player/kenrich-williams-4462,"2025-09-03 09:40:06.765973"
90,5412,"Aaron Wiggins","A. Wiggins",F,2879650,25,8,1,0,3,0.0,0,1,0.0,1,2,50.0,0,0,0,1,1,0,0,0,0,0,-,-,/basketball/player/aaron-wiggins-5412,"2025-09-03 09:40:06.765989"
91,5291,"Isaiah Joe","I. Joe",G,2879650,25,5,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,2,0,0,-,-,/basketball/player/isaiah-joe-5291,"2025-09-03 09:40:06.766004"
92,3922,"Pascal Siakam","P. Siakam",F,2879649,11,32,21,8,14,57.1,0,2,0.0,5,6,83.3,0,6,6,4,2,1,0,3,0,0,136.5,23.0,/basketball/player/pascal-siakam-3922,"2025-09-03 09:40:06.766028"
93,5120,"Aaron Nesmith","A. Nesmith",F,2879649,11,22,7,3,5,60.0,1,2,50.0,0,0,0.0,1,1,2,0,1,1,0,6,0,0,142.7,10.2,/basketball/player/aaron-nesmith-5120,"2025-09-03 09:40:06.766045"
94,3725,"Myles Turner","M. Turner",C,2879649,11,30,9,3,11,27.3,1,4,25.0,2,2,100.0,0,2,2,1,1,5,2,2,0,0,70.4,20.7,/basketball/player/myles-turner-3725,"2025-09-03 09:40:06.766061"
95,5114,"Tyrese Haliburton","T. Haliburton",G,2879649,11,36,22,9,17,52.9,4,8,50.0,0,0,0.0,1,8,9,11,2,1,4,1,0,0,120.0,26.2,/basketball/player/tyrese-haliburton-5114,"2025-09-03 09:40:06.766077"
96,5679,"Andrew Nembhard","A. Nembhard",G,2879649,11,33,8,3,5,60.0,1,2,50.0,1,2,50.0,1,3,4,1,0,0,3,5,0,0,92.4,12.0,/basketball/player/andrew-nembhard-5679,"2025-09-03 09:40:06.766092"
97,5109,"Obi Toppin","O. Toppin",F,2879649,11,28,8,4,8,50.0,0,3,0.0,0,0,0.0,1,5,6,1,0,2,1,3,0,0,97.4,14.4,/basketball/player/obi-toppin-5109,"2025-09-03 09:40:06.766107"
98,5698,"Bennedict Mathurin","B. Mathurin",F,2879649,11,22,27,9,12,75.0,2,3,66.7,7,8,87.5,1,3,4,1,0,1,1,0,0,0,162.3,33.1,/basketball/player/bennedict-mathurin-5698,"2025-09-03 09:40:06.766123"
99,6033,"Ben Sheppard","B. Sheppard",G,2879649,11,18,4,2,5,40.0,0,2,0.0,0,0,0.0,1,1,2,0,2,0,0,1,0,0,93.5,12.5,/basketball/player/ben-sheppard-6033,"2025-09-03 09:40:06.766138"
100,3760,"T.J. McConnell","T. McConnell",G,2879649,11,15,10,3,8,37.5,0,1,0.0,4,4,100.0,1,0,1,5,5,0,2,1,0,0,108.9,34.8,/basketball/player/tj-mcconnell-3760,"2025-09-03 09:40:06.766154"
101,4155,"Thomas Bryant","T. Bryant",C,2879649,11,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,-,-,/basketball/player/thomas-bryant-4155,"2025-09-03 09:40:06.766170"
102,4808,"Luguentz Dort","L. Dort",F,2879649,25,36,12,4,8,50.0,4,5,80.0,0,0,0.0,1,3,4,0,0,0,0,3,0,0,155.4,9.9,/basketball/player/luguentz-dort-4808,"2025-09-03 09:40:06.766198"
103,5687,"Jalen Williams","J. Williams",F,2879649,25,36,26,9,18,50.0,1,2,50.0,7,11,63.6,2,4,6,3,1,0,4,3,0,0,107.7,32.6,/basketball/player/jalen-williams-5687,"2025-09-03 09:40:06.766214"
104,5697,"Chet Holmgren","C. Holmgren",C,2879649,25,35,20,6,15,40.0,0,6,0.0,8,9,88.9,1,9,10,2,1,0,1,0,0,0,115.5,24.9,/basketball/player/chet-holmgren-5697,"2025-09-03 09:40:06.766231"
105,4387,"Shai Gilgeous-Alexander","S. Gilgeous-Alexander",G,2879649,25,42,24,9,20,45.0,1,3,33.3,5,6,83.3,2,6,8,4,0,3,6,2,0,0,95.9,30.1,/basketball/player/shai-gilgeous-alexander-4387,"2025-09-03 09:40:06.766248"
106,5898,"Cason Wallace","C. Wallace",G,2879649,25,24,7,3,5,60.0,0,1,0.0,1,2,50.0,1,3,4,1,1,1,2,2,0,0,97.6,14.4,/basketball/player/cason-wallace-5898,"2025-09-03 09:40:06.766265"
107,3952,"Alex Caruso","A. Caruso",G,2879649,25,32,8,2,5,40.0,2,2,100.0,2,2,100.0,1,4,5,4,2,0,1,3,0,0,141.0,9.4,/basketball/player/alex-caruso-3952,"2025-09-03 09:40:06.766281"
108,4147,"Isaiah Hartenstein","I. Hartenstein",C,2879649,25,18,4,2,3,66.7,0,0,0.0,0,0,0.0,0,3,3,0,1,0,2,2,0,0,72.6,12.3,/basketball/player/isaiah-hartenstein-4147,"2025-09-03 09:40:06.766297"
109,5412,"Aaron Wiggins","A. Wiggins",F,2879649,25,10,0,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,2,0,0,1,3,0,0,-,13.3,/basketball/player/aaron-wiggins-5412,"2025-09-03 09:40:06.766327"
110,5291,"Isaiah Joe","I. Joe",G,2879649,25,4,6,2,2,100.0,2,2,100.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,-,-,/basketball/player/isaiah-joe-5291,"2025-09-03 09:40:06.766345"
111,4462,"Kenrich Williams","K. Williams",F,2879649,25,2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-,-,/basketball/player/kenrich-williams-4462,"2025-09-03 09:40:06.766359"
