playerID,URL,nameShort,nameLong,position,positionSort,minutes,ortg,usg,fg,pt3,ft,stl,turnovers,oreb,dreb,ast,blk,personalFouls,technicalFouls,ejected,points,gameGlobalID,teamGlobalID,fg_made,fg_attempted,fg_percentage,3pt_made,3pt_attempted,3pt_percentage,ft_made,ft_attempted,ft_percentage
6033,/basketball/player/ben-sheppard-6033,B. Sheppard,Ben Sheppard,G,3,14,98.2,9.6,1-2,1-2,0-0,1,1,1,0,0,1,2,0,0,3,2879648,11,1,2,50.0,1,2,50.0,0,0,0.0
4155,/basketball/player/thomas-bryant-4155,T. Bryant,Thomas Bryant,C,3,12,60.2,6.7,0-1,0-1,1-2,0,0,0,1,0,1,2,0,0,1,2879648,11,0,1,0.0,0,1,0.0,1,2,50.0
6272,/basketball/player/johnny-furphy-6272,J. Furphy,Johnny Furphy,F,3,4,-,-,0-0,0-0,0-0,0,0,0,1,0,0,1,0,0,0,2879648,11,0,0,0.0,0,0,0.0,0,0,0.0
3021,/basketball/player/james-johnson-3021,J. Johnson,James Johnson,F,3,3,-,-,1-1,0-0,0-0,0,0,0,0,0,0,2,0,0,2,2879648,11,1,1,100.0,0,0,0.0,0,0,0.0
5687,/basketball/player/jalen-williams-5687,J. Williams,Jalen Williams,F,0,34,120.2,25.6,5-14,1-5,8-9,1,2,2,3,5,0,3,0,0,19,2879648,25,5,14,35.7,1,5,20.0,8,9,88.9
4808,/basketball/player/luguentz-dort-4808,L. Dort,Luguentz Dort,F,0,26,121.1,5.1,1-3,1-3,0-0,1,0,0,2,1,0,5,0,0,3,2879648,25,1,3,33.3,1,3,33.3,0,0,0.0
5697,/basketball/player/chet-holmgren-5697,C. Holmgren,Chet Holmgren,C,1,28,113.8,21.9,6-11,1-3,2-2,0,2,1,5,1,1,2,0,0,15,2879648,25,6,11,54.5,1,3,33.3,2,2,100.0
4387,/basketball/player/shai-gilgeous-alexander-4387,S. Gilgeous-Alexander,Shai Gilgeous-Alexander,G,2,36,138.9,34.3,11-21,1-4,11-12,4,2,0,5,8,1,3,0,0,34,2879648,25,11,21,52.4,1,4,25.0,11,12,91.7
5898,/basketball/player/cason-wallace-5898,C. Wallace,Cason Wallace,G,2,23,127.5,7.7,2-4,0-2,0-0,2,0,1,2,1,1,3,0,0,4,2879648,25,2,4,50.0,0,2,0.0,0,0,0.0
3952,/basketball/player/alex-caruso-3952,A. Caruso,Alex Caruso,G,3,27,137.2,24.0,6-11,4-8,4-4,0,2,1,2,1,0,3,0,0,20,2879648,25,6,11,54.5,4,8,50.0,4,4,100.0
4147,/basketball/player/isaiah-hartenstein-4147,I. Hartenstein,Isaiah Hartenstein,C,3,22,139.3,7.7,1-2,0-0,1-2,1,1,3,5,4,0,0,0,0,3,2879648,25,1,2,50.0,0,0,0.0,1,2,50.0
5412,/basketball/player/aaron-wiggins-5412,A. Wiggins,Aaron Wiggins,F,3,21,136.7,27.0,6-11,5-8,1-2,1,1,1,3,1,0,1,0,0,18,2879648,25,6,11,54.5,5,8,62.5,1,2,50.0
4462,/basketball/player/kenrich-williams-4462,K. Williams,Kenrich Williams,F,3,8,-,-,0-1,0-0,0-0,0,1,2,2,2,1,0,0,0,0,2879648,25,0,1,0.0,0,0,0.0,0,0,0.0
5291,/basketball/player/isaiah-joe-5291,I. Joe,Isaiah Joe,G,3,6,-,-,1-3,0-2,0-0,0,1,0,1,0,0,0,0,0,2,2879648,25,1,3,33.3,0,2,0.0,0,0,0.0
6289,/basketball/player/ajay-mitchell-6289,A. Mitchell,Ajay Mitchell,G,3,3,-,-,0-0,0-0,2-2,0,0,0,1,1,0,0,0,0,2,2879648,25,0,0,0.0,0,0,0.0,2,2,100.0
5695,/basketball/player/ousmane-dieng-5695,O. Dieng,Ousmane Dieng,F,3,2,-,-,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,2879648,25,0,0,0.0,0,0,0.0,0,0,0.0
5690,/basketball/player/jaylin-williams-5690,J. Williams,Jaylin Williams,C,3,2,-,-,1-1,1-1,0-0,0,1,0,1,0,0,0,0,0,3,2879648,25,1,1,100.0,1,1,100.0,0,0,0.0
6279,/basketball/player/dillon-jones-6279,D. Jones,Dillon Jones,F,3,2,-,-,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,2879648,25,0,0,0.0,0,0,0.0,0,0,0.0
3922,/basketball/player/pascal-siakam-3922,P. Siakam,Pascal Siakam,F,0,35,125.4,22.1,7-15,1-2,4-6,0,1,4,6,3,1,1,0,0,19,2879647,11,7,15,46.7,1,2,50.0,4,6,66.7
5120,/basketball/player/aaron-nesmith-5120,A. Nesmith,Aaron Nesmith,F,0,31,69.4,20.0,3-9,3-7,1-2,0,5,0,12,1,1,2,0,0,10,2879647,11,3,9,33.3,3,7,42.9,1,2,50.0
3725,/basketball/player/myles-turner-3725,M. Turner,Myles Turner,C,1,28,91.9,26.4,5-10,2-5,3-4,0,6,5,4,0,3,3,0,0,15,2879647,11,5,10,50.0,2,5,40.0,3,4,75.0
5114,/basketball/player/tyrese-haliburton-5114,T. Haliburton,Tyrese Haliburton,G,2,39,108.3,17.2,6-13,2-7,0-0,0,3,0,10,6,1,2,0,0,14,2879647,11,6,13,46.2,2,7,28.6,0,0,0.0
5679,/basketball/player/andrew-nembhard-5679,A. Nembhard,Andrew Nembhard,G,2,32,121.2,19.7,4-11,2-6,4-5,0,2,1,3,6,0,3,0,0,14,2879647,11,4,11,36.4,2,6,33.3,4,5,80.0
5109,/basketball/player/obi-toppin-5109,O. Toppin,Obi Toppin,F,3,25,128.2,20.1,6-9,5-8,0-0,0,3,0,5,2,0,2,0,0,17,2879647,11,6,9,66.7,5,8,62.5,0,0,0.0
3760,/basketball/player/tj-mcconnell-3760,T. McConnell,T.J. McConnell,G,3,17,112.1,22.2,4-6,1-1,0-0,1,3,0,1,4,0,1,0,0,9,2879647,11,4,6,66.7,1,1,100.0,0,0,0.0
5698,/basketball/player/bennedict-mathurin-5698,B. Mathurin,Bennedict Mathurin,F,3,16,104.9,19.9,1-5,0-0,3-4,0,1,3,0,2,1,2,0,0,5,2879647,11,1,5,20.0,0,0,0.0,3,4,75.0
6033,/basketball/player/ben-sheppard-6033,B. Sheppard,Ben Sheppard,G,3,9,-,-,1-2,1-2,0-0,0,0,0,2,0,0,3,0,0,3,2879647,11,1,2,50.0,1,2,50.0,0,0,0.0
4155,/basketball/player/thomas-bryant-4155,T. Bryant,Thomas Bryant,C,3,8,-,-,2-2,1-1,0-0,0,0,0,0,0,0,3,0,0,5,2879647,11,2,2,100.0,1,1,100.0,0,0,0.0
4808,/basketball/player/luguentz-dort-4808,L. Dort,Luguentz Dort,F,0,36,158.1,11.7,5-10,5-9,0-0,4,0,2,2,1,2,3,0,0,15,2879647,25,5,10,50.0,5,9,55.6,0,0,0.0
5687,/basketball/player/jalen-williams-5687,J. Williams,Jalen Williams,F,0,36,101.8,24.2,6-19,1-4,4-4,1,0,1,3,6,0,4,0,0,17,2879647,25,6,19,31.6,1,4,25.0,4,4,100.0
5697,/basketball/player/chet-holmgren-5697,C. Holmgren,Chet Holmgren,C,1,24,59.7,19.0,2-9,0-1,2-2,0,1,0,6,0,1,1,0,0,6,2879647,25,2,9,22.2,0,1,0.0,2,2,100.0
4387,/basketball/player/shai-gilgeous-alexander-4387,S. Gilgeous-Alexander,Shai Gilgeous-Alexander,G,2,40,113.6,37.2,14-30,3-6,7-8,3,2,0,5,3,0,2,0,0,38,2879647,25,14,30,46.7,3,6,50.0,7,8,87.5
5898,/basketball/player/cason-wallace-5898,C. Wallace,Cason Wallace,G,2,33,75.6,11.5,3-9,0-3,0-0,1,0,0,2,1,1,2,0,0,6,2879647,25,3,9,33.3,0,3,0.0,0,0,0.0
3952,/basketball/player/alex-caruso-3952,A. Caruso,Alex Caruso,G,3,28,116.3,16.6,3-8,1-4,4-5,3,1,2,4,2,2,5,0,0,11,2879647,25,3,8,37.5,1,4,25.0,4,5,80.0
4147,/basketball/player/isaiah-hartenstein-4147,I. Hartenstein,Isaiah Hartenstein,C,3,17,157.8,15.4,3-5,0-0,3-3,1,0,2,7,0,0,2,0,0,9,2879647,25,3,5,60.0,0,0,0.0,3,3,100.0
5291,/basketball/player/isaiah-joe-5291,I. Joe,Isaiah Joe,G,3,11,164.7,11.5,2-3,1-1,0-0,0,0,0,0,0,0,0,0,0,5,2879647,25,2,3,66.7,1,1,100.0,0,0,0.0
5412,/basketball/player/aaron-wiggins-5412,A. Wiggins,Aaron Wiggins,F,3,9,-,-,1-2,0-1,1-2,1,2,0,0,0,0,0,0,0,3,2879647,25,1,2,50.0,0,1,0.0,1,2,50.0
6289,/basketball/player/ajay-mitchell-6289,A. Mitchell,Ajay Mitchell,G,3,4,-,-,0-3,0-1,0-0,0,0,3,0,0,0,0,0,0,0,2879647,25,0,3,0.0,0,1,0.0,0,0,0.0
4462,/basketball/player/kenrich-williams-4462,K. Williams,Kenrich Williams,F,3,1,-,-,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,2879647,25,0,0,0.0,0,0,0.0,0,0,0.0
