playerID,URL,nameShort,nameLong,position,positionSort,minutes,ortg,usg,fg,pt3,ft,stl,turnovers,oreb,dreb,ast,blk,personalFouls,technicalFouls,ejected,points,gameGlobalID,teamGlobalID,fg_made,fg_attempted,fg_percentage,3pt_made,3pt_attempted,3pt_percentage,ft_made,ft_attempted,ft_percentage
5109,/basketball/player/obi-toppin-5109,O. Toppin,Obi Toppin,F,3,23,123.3,28.7,6-12,4-7,4-6,2,1,0,6,0,0,2,0,0,20,2879652,11,6,12,50.0,4,7,57.1,4,6,66.7
6033,/basketball/player/ben-sheppard-6033,B. Sheppard,Ben Sheppard,G,3,21,107.5,14.3,3-7,1-4,0-0,2,0,1,4,0,0,2,0,0,7,2879652,11,3,7,42.9,1,4,25.0,0,0,0.0
5698,/basketball/player/bennedict-mathurin-5698,B. Mathurin,Bennedict Mathurin,F,3,14,58.3,18.4,1-6,0-5,0-0,2,0,1,3,1,1,0,0,0,2,2879652,11,1,6,16.7,0,5,0.0,0,0,0.0
6272,/basketball/player/johnny-furphy-6272,J. Furphy,Johnny Furphy,F,3,6,-,-,0-0,0-0,0-0,0,1,0,0,0,0,0,0,0,0,2879652,11,0,0,0.0,0,0,0.0,0,0,0.0
4155,/basketball/player/thomas-bryant-4155,T. Bryant,Thomas Bryant,C,3,6,-,-,1-2,1-2,1-2,0,0,0,0,0,0,0,0,0,4,2879652,11,1,2,50.0,1,2,50.0,1,2,50.0
4170,/basketball/player/tony-bradley-4170,T. Bradley,Tony Bradley,C,3,6,-,-,1-2,0-0,1-2,0,0,2,0,0,0,0,1,0,3,2879652,11,1,2,50.0,0,0,0.0,1,2,50.0
3021,/basketball/player/james-johnson-3021,J. Johnson,James Johnson,F,3,2,-,-,0-1,0-0,0-0,0,0,0,0,0,0,0,1,1,0,2879652,11,0,1,0.0,0,0,0.0,0,0,0.0
5687,/basketball/player/jalen-williams-5687,J. Williams,Jalen Williams,F,0,27,88.5,30.4,6-13,0-4,4-5,0,3,0,3,1,0,2,0,0,16,2879652,25,6,13,46.2,0,4,0.0,4,5,80.0
5697,/basketball/player/chet-holmgren-5697,C. Holmgren,Chet Holmgren,F,0,24,42.2,20.9,2-9,0-3,0-0,0,2,1,5,0,0,2,0,0,4,2879652,25,2,9,22.2,0,3,0.0,0,0,0.0
4147,/basketball/player/isaiah-hartenstein-4147,I. Hartenstein,Isaiah Hartenstein,C,1,16,186.0,15.9,3-4,0-0,4-4,1,0,2,2,1,1,2,0,0,10,2879652,25,3,4,75.0,0,0,0.0,4,4,100.0
4387,/basketball/player/shai-gilgeous-alexander-4387,S. Gilgeous-Alexander,Shai Gilgeous-Alexander,G,2,31,80.5,38.5,7-15,0-1,7-8,0,8,0,4,2,0,2,0,0,21,2879652,25,7,15,46.7,0,1,0.0,7,8,87.5
4808,/basketball/player/luguentz-dort-4808,L. Dort,Luguentz Dort,G,2,21,60.3,10.8,1-5,1-5,0-0,0,0,0,4,0,0,3,0,0,3,2879652,25,1,5,20.0,1,5,20.0,0,0,0.0
3952,/basketball/player/alex-caruso-3952,A. Caruso,Alex Caruso,G,3,22,-,6.2,0-2,0-1,0-0,0,1,0,3,2,1,1,0,0,0,2879652,25,0,2,0.0,0,1,0.0,0,0,0.0
4462,/basketball/player/kenrich-williams-4462,K. Williams,Kenrich Williams,F,3,18,95.2,7.1,1-2,1-2,0-2,0,0,0,3,0,0,0,0,0,3,2879652,25,1,2,50.0,1,2,50.0,0,2,0.0
5412,/basketball/player/aaron-wiggins-5412,A. Wiggins,Aaron Wiggins,F,3,18,67.7,19.7,1-4,1-4,2-2,1,3,0,2,1,1,2,0,0,5,2879652,25,1,4,25.0,1,4,25.0,2,2,100.0
5291,/basketball/player/isaiah-joe-5291,I. Joe,Isaiah Joe,G,3,15,168.8,18.8,3-4,2-3,3-3,0,1,0,1,1,0,1,0,0,11,2879652,25,3,4,75.0,2,3,66.7,3,3,100.0
5898,/basketball/player/cason-wallace-5898,C. Wallace,Cason Wallace,G,3,14,50.7,13.0,1-4,0-1,0-0,1,0,0,3,0,0,2,0,0,2,2879652,25,1,4,25.0,0,1,0.0,0,0,0.0
6289,/basketball/player/ajay-mitchell-6289,A. Mitchell,Ajay Mitchell,G,3,12,61.7,22.8,1-4,0-1,0-0,0,2,0,1,4,0,0,0,0,2,2879652,25,1,4,25.0,0,1,0.0,0,0,0.0
5690,/basketball/player/jaylin-williams-5690,J. Williams,Jaylin Williams,C,3,12,175.7,14.4,2-3,2-3,1-2,1,0,0,5,1,0,2,0,0,7,2879652,25,2,3,66.7,2,3,66.7,1,2,50.0
6279,/basketball/player/dillon-jones-6279,D. Jones,Dillon Jones,F,3,7,-,-,2-2,0-0,0-0,0,1,1,1,1,0,1,0,0,4,2879652,25,2,2,100.0,0,0,0.0,0,0,0.0
5695,/basketball/player/ousmane-dieng-5695,O. Dieng,Ousmane Dieng,F,3,3,-,-,1-3,1-2,0-0,0,0,0,0,0,1,0,0,0,3,2879652,25,1,3,33.3,1,2,50.0,0,0,0.0
3922,/basketball/player/pascal-siakam-3922,P. Siakam,Pascal Siakam,F,0,33,123.7,30.3,9-15,3-6,7-8,3,6,2,4,5,2,3,0,0,28,2879651,11,9,15,60.0,3,6,50.0,7,8,87.5
5120,/basketball/player/aaron-nesmith-5120,A. Nesmith,Aaron Nesmith,F,0,25,129.0,18.2,5-9,4-5,0-0,1,2,3,3,0,0,5,0,0,14,2879651,11,5,9,55.6,4,5,80.0,0,0,0.0
3725,/basketball/player/myles-turner-3725,M. Turner,Myles Turner,C,1,25,183.0,12.9,3-5,1-2,6-7,1,0,1,5,1,0,3,0,0,13,2879651,11,3,5,60.0,1,2,50.0,6,7,85.7
5679,/basketball/player/andrew-nembhard-5679,A. Nembhard,Andrew Nembhard,G,2,36,78.7,14.3,3-8,0-2,1-1,1,4,2,1,3,0,3,0,0,7,2879651,11,3,8,37.5,0,2,0.0,1,1,100.0
5114,/basketball/player/tyrese-haliburton-5114,T. Haliburton,Tyrese Haliburton,G,2,34,80.3,12.9,0-6,0-4,4-4,0,3,1,6,6,0,3,0,0,4,2879651,11,0,6,0.0,0,4,0.0,4,4,100.0
5109,/basketball/player/obi-toppin-5109,O. Toppin,Obi Toppin,F,3,22,109.4,24.1,5-11,1-5,1-2,1,1,1,3,1,0,0,0,0,12,2879651,11,5,11,45.5,1,5,20.0,1,2,50.0
3760,/basketball/player/tj-mcconnell-3760,T. McConnell,T.J. McConnell,G,3,22,115.0,32.7,8-14,1-2,1-1,2,3,0,4,4,0,3,0,0,18,2879651,11,8,14,57.1,1,2,50.0,1,1,100.0
5698,/basketball/player/bennedict-mathurin-5698,B. Mathurin,Bennedict Mathurin,F,3,22,88.5,25.6,2-11,1-4,2-4,0,1,6,2,1,2,2,0,0,7,2879651,11,2,11,18.2,1,4,25.0,2,4,50.0
4170,/basketball/player/tony-bradley-4170,T. Bradley,Tony Bradley,C,3,12,123.9,13.1,1-2,0-0,2-2,0,1,2,2,0,0,3,0,0,4,2879651,11,1,2,50.0,0,0,0.0,2,2,100.0
6033,/basketball/player/ben-sheppard-6033,B. Sheppard,Ben Sheppard,G,3,6,-,-,0-0,0-0,0-0,0,1,0,1,1,0,0,0,0,0,2879651,11,0,0,0.0,0,0,0.0,0,0,0.0
6272,/basketball/player/johnny-furphy-6272,J. Furphy,Johnny Furphy,F,3,2,-,-,1-1,0-0,0-1,0,0,0,0,0,0,0,0,0,2,2879651,11,1,1,100.0,0,0,0.0,0,1,0.0
4155,/basketball/player/thomas-bryant-4155,T. Bryant,Thomas Bryant,C,3,2,-,-,0-0,0-0,0-0,0,0,0,1,1,0,0,0,0,0,2879651,11,0,0,0.0,0,0,0.0,0,0,0.0
5687,/basketball/player/jalen-williams-5687,J. Williams,Jalen Williams,F,0,35,142.9,35.9,14-25,3-5,9-12,1,1,1,5,4,0,4,0,0,40,2879651,25,14,25,56.0,3,5,60.0,9,12,75.0
5697,/basketball/player/chet-holmgren-5697,C. Holmgren,Chet Holmgren,F,0,34,72.4,21.6,4-15,1-3,0-0,1,3,5,6,0,3,3,0,0,9,2879651,25,4,15,26.7,1,3,33.3,0,0,0.0
4147,/basketball/player/isaiah-hartenstein-4147,I. Hartenstein,Isaiah Hartenstein,C,1,21,143.2,8.9,1-2,0-0,2-4,1,1,6,2,4,1,3,0,0,4,2879651,25,1,2,50.0,0,0,0.0,2,4,50.0
4387,/basketball/player/shai-gilgeous-alexander-4387,S. Gilgeous-Alexander,Shai Gilgeous-Alexander,G,2,38,129.4,31.7,9-21,0-3,13-14,2,3,0,2,10,4,4,0,0,31,2879651,25,9,21,42.9,0,3,0.0,13,14,92.9
4808,/basketball/player/luguentz-dort-4808,L. Dort,Luguentz Dort,G,2,32,146.7,10.2,3-7,3-6,0-0,2,1,5,3,3,1,4,0,0,9,2879651,25,3,7,42.9,3,6,50.0,0,0,0.0
3952,/basketball/player/alex-caruso-3952,A. Caruso,Alex Caruso,G,3,29,51.0,12.6,1-8,0-3,0-0,4,1,1,1,2,1,3,0,0,2,2879651,25,1,8,12.5,0,3,0.0,0,0,0.0
5412,/basketball/player/aaron-wiggins-5412,A. Wiggins,Aaron Wiggins,F,3,22,126.3,21.9,4-10,4-7,2-2,0,1,0,5,0,1,1,0,0,14,2879651,25,4,10,40.0,4,7,57.1,2,2,100.0
5898,/basketball/player/cason-wallace-5898,C. Wallace,Cason Wallace,G,3,17,214.5,12.0,4-5,3-4,0-0,4,0,1,1,0,1,2,0,0,11,2879651,25,4,5,80.0,3,4,75.0,0,0,0.0
4462,/basketball/player/kenrich-williams-4462,K. Williams,Kenrich Williams,F,3,11,-,3.7,0-1,0-1,0-0,0,0,0,1,1,0,0,0,0,0,2879651,25,0,1,0.0,0,1,0.0,0,0,0.0
3922,/basketball/player/pascal-siakam-3922,P. Siakam,Pascal Siakam,F,0,35,115.1,24.3,6-15,2-6,6-8,5,1,0,8,5,1,3,0,0,20,2879650,11,6,15,40.0,2,6,33.3,6,8,75.0
5120,/basketball/player/aaron-nesmith-5120,A. Nesmith,Aaron Nesmith,F,0,30,101.8,16.0,2-9,2-5,2-2,1,1,4,5,2,0,6,0,0,8,2879650,11,2,9,22.2,2,5,40.0,2,2,100.0
3725,/basketball/player/myles-turner-3725,M. Turner,Myles Turner,C,1,30,103.8,19.8,3-10,0-6,6-6,0,1,1,1,2,0,5,0,0,12,2879650,11,3,10,30.0,0,6,0.0,6,6,100.0
5114,/basketball/player/tyrese-haliburton-5114,T. Haliburton,Tyrese Haliburton,G,2,36,96.2,26.1,7-15,1-7,3-3,2,5,0,2,7,0,1,0,0,18,2879650,11,7,15,46.7,1,7,14.3,3,3,100.0
5679,/basketball/player/andrew-nembhard-5679,A. Nembhard,Andrew Nembhard,G,2,36,76.5,16.0,4-9,2-4,0-0,2,4,0,2,2,1,4,0,0,10,2879650,11,4,9,44.4,2,4,50.0,0,0,0.0
5109,/basketball/player/obi-toppin-5109,O. Toppin,Obi Toppin,F,3,29,122.4,20.8,7-12,2-5,1-4,1,0,1,6,1,1,3,1,0,17,2879650,11,7,12,58.3,2,5,40.0,1,4,25.0
3760,/basketball/player/tj-mcconnell-3760,T. McConnell,T.J. McConnell,G,3,18,105.5,21.7,3-7,0-0,2-2,0,1,1,0,2,0,0,0,0,8,2879650,11,3,7,42.9,0,0,0.0,2,2,100.0
5698,/basketball/player/bennedict-mathurin-5698,B. Mathurin,Bennedict Mathurin,F,3,14,123.2,19.6,1-2,1-2,5-8,0,1,0,2,0,0,2,0,0,8,2879650,11,1,2,50.0,1,2,50.0,5,8,62.5
6033,/basketball/player/ben-sheppard-6033,B. Sheppard,Ben Sheppard,G,3,12,93.2,7.4,1-1,1-1,0-0,0,1,0,0,0,0,3,0,0,3,2879650,11,1,1,100.0,1,1,100.0,0,0,0.0
5697,/basketball/player/chet-holmgren-5697,C. Holmgren,Chet Holmgren,F,0,37,136.5,15.1,4-9,0-1,6-6,1,1,4,11,1,1,4,0,0,14,2879650,25,4,9,44.4,0,1,0.0,6,6,100.0
5687,/basketball/player/jalen-williams-5687,J. Williams,Jalen Williams,F,0,36,115.9,33.1,8-18,0-3,11-11,0,4,1,6,3,0,3,0,0,27,2879650,25,8,18,44.4,0,3,0.0,11,11,100.0
4147,/basketball/player/isaiah-hartenstein-4147,I. Hartenstein,Isaiah Hartenstein,C,1,21,109.1,8.6,1-3,0-0,0-0,0,1,3,3,3,0,2,1,0,2,2879650,25,1,3,33.3,0,0,0.0,0,0,0.0
4387,/basketball/player/shai-gilgeous-alexander-4387,S. Gilgeous-Alexander,Shai Gilgeous-Alexander,G,2,40,127.3,33.9,12-24,1-4,10-10,3,2,0,3,0,1,4,0,0,35,2879650,25,12,24,50.0,1,4,25.0,10,10,100.0
4808,/basketball/player/luguentz-dort-4808,L. Dort,Luguentz Dort,G,2,33,142.4,5.2,2-2,1-1,1-2,1,1,0,3,0,0,4,0,0,6,2879650,25,2,2,100.0,1,1,100.0,1,2,50.0
3952,/basketball/player/alex-caruso-3952,A. Caruso,Alex Caruso,G,3,30,147.2,20.8,7-9,1-2,5-7,5,2,2,1,0,1,3,0,0,20,2879650,25,7,9,77.8,1,2,50.0,5,7,71.4
5898,/basketball/player/cason-wallace-5898,C. Wallace,Cason Wallace,G,3,19,55.6,14.3,1-5,0-2,0-0,0,1,0,2,2,0,4,0,0,2,2879650,25,1,5,20.0,0,2,0.0,0,0,0.0
4462,/basketball/player/kenrich-williams-4462,K. Williams,Kenrich Williams,F,3,11,108.2,20.5,2-4,0-1,0-0,0,1,2,1,1,0,0,0,0,4,2879650,25,2,4,50.0,0,1,0.0,0,0,0.0
5412,/basketball/player/aaron-wiggins-5412,A. Wiggins,Aaron Wiggins,F,3,8,-,-,0-3,0-1,1-2,1,0,0,0,1,0,0,0,0,1,2879650,25,0,3,0.0,0,1,0.0,1,2,50.0
5291,/basketball/player/isaiah-joe-5291,I. Joe,Isaiah Joe,G,3,5,-,-,0-1,0-1,0-0,1,0,0,1,0,0,2,0,0,0,2879650,25,0,1,0.0,0,1,0.0,0,0,0.0
3922,/basketball/player/pascal-siakam-3922,P. Siakam,Pascal Siakam,F,0,32,136.5,23.0,8-14,0-2,5-6,2,0,0,6,4,1,3,0,0,21,2879649,11,8,14,57.1,0,2,0.0,5,6,83.3
5120,/basketball/player/aaron-nesmith-5120,A. Nesmith,Aaron Nesmith,F,0,22,142.7,10.2,3-5,1-2,0-0,1,0,1,1,0,1,6,0,0,7,2879649,11,3,5,60.0,1,2,50.0,0,0,0.0
3725,/basketball/player/myles-turner-3725,M. Turner,Myles Turner,C,1,30,70.4,20.7,3-11,1-4,2-2,1,2,0,2,1,5,2,0,0,9,2879649,11,3,11,27.3,1,4,25.0,2,2,100.0
5114,/basketball/player/tyrese-haliburton-5114,T. Haliburton,Tyrese Haliburton,G,2,36,120.0,26.2,9-17,4-8,0-0,2,4,1,8,11,1,1,0,0,22,2879649,11,9,17,52.9,4,8,50.0,0,0,0.0
5679,/basketball/player/andrew-nembhard-5679,A. Nembhard,Andrew Nembhard,G,2,33,92.4,12.0,3-5,1-2,1-2,0,3,1,3,1,0,5,0,0,8,2879649,11,3,5,60.0,1,2,50.0,1,2,50.0
5109,/basketball/player/obi-toppin-5109,O. Toppin,Obi Toppin,F,3,28,97.4,14.4,4-8,0-3,0-0,0,1,1,5,1,2,3,0,0,8,2879649,11,4,8,50.0,0,3,0.0,0,0,0.0
5698,/basketball/player/bennedict-mathurin-5698,B. Mathurin,Bennedict Mathurin,F,3,22,162.3,33.1,9-12,2-3,7-8,0,1,1,3,1,1,0,0,0,27,2879649,11,9,12,75.0,2,3,66.7,7,8,87.5
6033,/basketball/player/ben-sheppard-6033,B. Sheppard,Ben Sheppard,G,3,18,93.5,12.5,2-5,0-2,0-0,2,0,1,1,0,0,1,0,0,4,2879649,11,2,5,40.0,0,2,0.0,0,0,0.0
3760,/basketball/player/tj-mcconnell-3760,T. McConnell,T.J. McConnell,G,3,15,108.9,34.8,3-8,0-1,4-4,5,2,1,0,5,0,1,0,0,10,2879649,11,3,8,37.5,0,1,0.0,4,4,100.0
4155,/basketball/player/thomas-bryant-4155,T. Bryant,Thomas Bryant,C,3,3,-,-,0-0,0-0,0-0,0,0,0,0,0,0,2,0,0,0,2879649,11,0,0,0.0,0,0,0.0,0,0,0.0
4808,/basketball/player/luguentz-dort-4808,L. Dort,Luguentz Dort,F,0,36,155.4,9.9,4-8,4-5,0-0,0,0,1,3,0,0,3,0,0,12,2879649,25,4,8,50.0,4,5,80.0,0,0,0.0
5687,/basketball/player/jalen-williams-5687,J. Williams,Jalen Williams,F,0,36,107.7,32.6,9-18,1-2,7-11,1,4,2,4,3,0,3,0,0,26,2879649,25,9,18,50.0,1,2,50.0,7,11,63.6
5697,/basketball/player/chet-holmgren-5697,C. Holmgren,Chet Holmgren,C,1,35,115.5,24.9,6-15,0-6,8-9,1,1,1,9,2,0,0,0,0,20,2879649,25,6,15,40.0,0,6,0.0,8,9,88.9
4387,/basketball/player/shai-gilgeous-alexander-4387,S. Gilgeous-Alexander,Shai Gilgeous-Alexander,G,2,42,95.9,30.1,9-20,1-3,5-6,0,6,2,6,4,3,2,0,0,24,2879649,25,9,20,45.0,1,3,33.3,5,6,83.3
5898,/basketball/player/cason-wallace-5898,C. Wallace,Cason Wallace,G,2,24,97.6,14.4,3-5,0-1,1-2,1,2,1,3,1,1,2,0,0,7,2879649,25,3,5,60.0,0,1,0.0,1,2,50.0
3952,/basketball/player/alex-caruso-3952,A. Caruso,Alex Caruso,G,3,32,141.0,9.4,2-5,2-2,2-2,2,1,1,4,4,0,3,0,0,8,2879649,25,2,5,40.0,2,2,100.0,2,2,100.0
4147,/basketball/player/isaiah-hartenstein-4147,I. Hartenstein,Isaiah Hartenstein,C,3,18,72.6,12.3,2-3,0-0,0-0,1,2,0,3,0,0,2,0,0,4,2879649,25,2,3,66.7,0,0,0.0,0,0,0.0
5412,/basketball/player/aaron-wiggins-5412,A. Wiggins,Aaron Wiggins,F,3,10,-,13.3,0-2,0-0,0-0,0,1,1,1,2,0,3,0,0,0,2879649,25,0,2,0.0,0,0,0.0,0,0,0.0
5291,/basketball/player/isaiah-joe-5291,I. Joe,Isaiah Joe,G,3,4,-,-,2-2,2-2,0-0,0,0,0,0,0,0,2,0,0,6,2879649,25,2,2,100.0,2,2,100.0,0,0,0.0
4462,/basketball/player/kenrich-williams-4462,K. Williams,Kenrich Williams,F,3,2,-,-,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,0,2879649,25,0,1,0.0,0,1,0.0,0,0,0.0
5690,/basketball/player/jaylin-williams-5690,J. Williams,Jaylin Williams,C,3,0,-,-,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,2879649,25,0,0,0.0,0,0,0.0,0,0,0.0
3922,/basketball/player/pascal-siakam-3922,P. Siakam,Pascal Siakam,F,0,30,113.9,24.7,3-11,1-4,8-9,0,2,4,3,4,2,4,0,0,15,2879648,11,3,11,27.3,1,4,25.0,8,9,88.9
5120,/basketball/player/aaron-nesmith-5120,A. Nesmith,Aaron Nesmith,F,0,26,107.1,20.6,5-12,4-8,0-0,0,0,0,4,0,0,3,0,0,14,2879648,11,5,12,41.7,4,8,50.0,0,0,0.0
3725,/basketball/player/myles-turner-3725,M. Turner,Myles Turner,C,1,27,101.7,27.5,6-12,1-5,3-4,0,3,0,4,4,0,2,0,0,16,2879648,11,6,12,50.0,1,5,20.0,3,4,75.0
5114,/basketball/player/tyrese-haliburton-5114,T. Haliburton,Tyrese Haliburton,G,2,34,97.6,23.7,7-13,3-8,0-0,2,5,0,3,6,2,1,0,0,17,2879648,11,7,13,53.8,3,8,37.5,0,0,0.0
5679,/basketball/player/andrew-nembhard-5679,A. Nembhard,Andrew Nembhard,G,2,32,117.6,14.8,4-8,1-4,2-4,3,1,1,3,4,0,1,0,0,11,2879648,11,4,8,50.0,1,4,25.0,2,4,50.0
5698,/basketball/player/bennedict-mathurin-5698,B. Mathurin,Bennedict Mathurin,F,3,22,114.5,24.0,4-7,1-2,5-7,0,2,0,2,1,0,4,0,0,14,2879648,11,4,7,57.1,1,2,50.0,5,7,71.4
5109,/basketball/player/obi-toppin-5109,O. Toppin,Obi Toppin,F,3,19,56.1,21.2,1-8,1-5,0-0,1,1,1,4,2,0,1,0,0,3,2879648,11,1,8,12.5,1,5,20.0,0,0,0.0
3760,/basketball/player/tj-mcconnell-3760,T. McConnell,T.J. McConnell,G,3,18,172.4,17.4,5-7,1-1,0-0,2,0,0,3,6,0,2,0,0,11,2879648,11,5,7,71.4,1,1,100.0,0,0,0.0
